"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.457880051E2,6.936281919E-1,1.365420818E-1,-4.232018948E0
1.457929884E2,4.767772555E-1,1.932125092E-1,-4.178350449E0
1.457979717E2,3.462168574E-1,1.509635448E-1,-3.843124390E0
1.458029551E2,3.550311923E-1,1.772491932E-1,-3.451378345E0
1.458079384E2,4.067625999E-1,2.669258118E-1,-3.151420593E0
1.458129217E2,4.529545903E-1,3.813524246E-1,-2.923974037E0
1.458179051E2,4.069015980E-1,4.579093456E-1,-2.768873215E0
1.458228884E2,2.829069495E-1,5.205864906E-1,-2.652575970E0
1.458278717E2,1.052768230E-1,6.411073208E-1,-2.527157307E0
1.458328551E2,-8.219480515E-2,6.808881760E-1,-2.316090107E0
1.458378384E2,-2.928977013E-1,7.069551945E-1,-2.014581680E0
1.458428217E2,-4.687775373E-1,7.431209087E-1,-1.651332378E0
1.458478051E2,-6.238814592E-1,7.891252041E-1,-1.345861912E0
1.458527884E2,-7.483580709E-1,8.354573250E-1,-1.055050850E0
1.458577717E2,-6.987870932E-1,8.248331547E-1,-6.880559921E-1
1.458627551E2,-7.907421589E-1,7.141389847E-1,-3.118534088E-1
1.458677384E2,-9.565195441E-1,7.043516636E-1,8.317184448E-2
1.458727217E2,-1.128846765E0,7.234692574E-1,5.305404663E-1
1.458777051E2,-1.221926093E0,7.426917553E-1,9.584445953E-1
1.458826884E2,-1.336418509E0,7.953188419E-1,1.376522064E0
1.458876717E2,-1.333656192E0,8.523006439E-1,1.770540237E0
1.458926551E2,-1.261934400E0,9.276673794E-1,2.116695404E0
1.458976384E2,-1.255489707E0,1.054639816E0,2.362495422E0
1.459026217E2,-1.286217093E0,1.180534601E0,2.531913757E0
1.459076051E2,-1.364177704E0,1.343710661E0,2.677561760E0
1.459125884E2,-1.360696793E0,1.491806984E0,2.799314499E0
1.459175717E2,-1.352772117E0,1.553606987E0,2.987857819E0
1.459225551E2,-1.278287530E0,1.457715034E0,3.309972763E0
1.459275384E2,-1.127629280E0,1.242520809E0,3.822919846E0
1.459325217E2,-1.049242973E0,1.018010139E0,4.359117508E0
1.459375051E2,-1.057450891E0,8.220450878E-1,4.803886414E0
1.459424884E2,-1.105077624E0,7.068483829E-1,5.176497459E0
1.459474717E2,-1.144909620E0,6.958160400E-1,5.472311974E0
1.459524551E2,-1.230061173E0,7.213180065E-1,5.715458870E0
1.459574384E2,-1.365525365E0,7.441174984E-1,5.853679657E0
1.459624217E2,-1.446110606E0,7.250537872E-1,5.796535492E0
1.459674051E2,-1.481237531E0,5.867068768E-1,5.496805191E0
1.459723884E2,-1.255536795E0,8.832492828E-1,5.065090179E0
1.459773717E2,-1.079170942E0,1.398699045E0,4.559183121E0
1.459823551E2,-9.568189383E-1,1.864868879E0,3.878835678E0
1.459873384E2,-6.825740337E-1,2.134209394E0,3.167597771E0
1.459923217E2,-4.521586895E-1,2.207576275E0,2.578460693E0
1.459973051E2,-4.984031916E-1,2.402554989E0,1.910029411E0
1.460022884E2,-2.220456600E-1,2.347461939E0,1.625917435E0
1.460072717E2,1.998842359E-1,2.024620771E0,1.443111420E0
1.460122551E2,4.896868467E-1,1.435121536E0,1.284660339E0
1.460172384E2,5.994391441E-1,6.425273418E-1,1.135737419E0
1.460222217E2,7.260025740E-1,-8.911919594E-2,1.168237686E0
1.460272051E2,9.269867539E-1,-6.976199150E-1,1.319715500E0
1.460321884E2,1.139869452E0,-1.207172871E0,1.523059845E0
1.460371717E2,1.292576551E0,-1.661062956E0,1.696889877E0
1.460421551E2,1.427240133E0,-2.078557968E0,1.836347580E0
1.460471384E2,1.595052481E0,-2.474116802E0,1.888699532E0
1.460521217E2,1.660611510E0,-2.790570259E0,1.853932381E0
1.460571051E2,1.641888499E0,-3.052147388E0,1.794233322E0
1.460620884E2,1.590849876E0,-3.082160950E0,1.700036049E0
1.460670717E2,1.450181723E0,-2.876354694E0,1.509298325E0
1.460720551E2,1.306091309E0,-2.535384655E0,1.164718628E0
1.460770384E2,1.191321850E0,-2.403814793E0,7.094631195E-1
1.460820217E2,1.181900501E0,-2.318487167E0,2.247982025E-1
1.460870051E2,1.187237024E0,-2.154311657E0,-3.229446411E-1
1.460919884E2,1.199268103E0,-2.049398661E0,-7.568244934E-1
1.460969717E2,1.186127424E0,-1.964889169E0,-1.163093090E0
1.461019551E2,1.206096172E0,-1.890357852E0,-1.518121243E0
1.461069384E2,1.317235708E0,-1.805792570E0,-1.827036858E0
1.461119217E2,1.376137018E0,-1.624353886E0,-2.066273689E0
1.461169051E2,1.422022104E0,-1.470223427E0,-2.159397602E0
1.461218884E2,1.416989088E0,-1.319576502E0,-2.111249924E0
1.461268717E2,1.347177505E0,-1.239606380E0,-1.897907257E0
1.461318551E2,1.131755352E0,-1.187815428E0,-1.552697659E0
1.461368384E2,8.567578793E-1,-1.165498495E0,-1.113478661E0
1.461418217E2,6.316621304E-1,-1.159691095E0,-6.850242615E-1
1.461468051E2,4.704304934E-1,-1.190851688E0,-3.002729416E-1
1.461517884E2,3.012690544E-1,-1.245673895E0,2.213668823E-2
1.461567717E2,9.496796131E-2,-1.272607565E0,2.300329208E-1
1.461617551E2,-8.130913973E-2,-1.186340570E0,3.142662048E-1
1.461667384E2,-1.991567016E-1,-1.107260942E0,3.038845062E-1
1.461717217E2,-2.780178785E-1,-1.007095098E0,1.991024017E-1
1.461767051E2,-3.710987568E-1,-9.102661610E-1,8.620357513E-2
1.461816884E2,-3.782302141E-1,-7.884452343E-1,-1.016912460E-1
1.461866717E2,-3.665045500E-1,-6.894609928E-1,-3.788890839E-1
1.461916551E2,-3.407099843E-1,-6.276168823E-1,-6.687965393E-1
1.461966384E2,-3.196724057E-1,-5.644640923E-1,-9.571027756E-1
1.462016217E2,-2.843177915E-1,-5.047128201E-1,-1.272560120E0
1.462066051E2,-2.582383752E-1,-4.576849937E-1,-1.619985104E0
1.462115884E2,-2.413679957E-1,-4.183144569E-1,-1.965964317E0
1.462165717E2,-2.526373267E-1,-4.149575233E-1,-2.234085083E0
1.462215551E2,-2.443974614E-1,-3.803842068E-1,-2.520198345E0
1.462265384E2,-2.261176705E-1,-3.476727009E-1,-2.833987713E0
1.462315217E2,-2.119879127E-1,-3.308503628E-1,-3.108559608E0
1.462365051E2,-2.543588877E-1,-2.816619873E-1,-3.372774601E0
1.462414884E2,-2.861566544E-1,-2.188425064E-1,-3.602876186E0
1.462464717E2,-3.074609041E-1,-1.562638283E-1,-3.779949665E0
1.462514551E2,-2.992725372E-1,-1.080422401E-1,-3.880237579E0
1.462564384E2,-2.619768977E-1,-5.469727516E-2,-3.966148376E0
1.462614217E2,-2.294840217E-1,-3.908038139E-2,-3.994760513E0
1.462664051E2,-2.063396573E-1,5.965232849E-3,-4.052262306E0
1.462713884E2,-1.539770961E-1,4.697322845E-2,-4.023826599E0
1.462763717E2,-7.739597559E-2,7.445049286E-2,-3.933512688E0
1.462813551E2,-5.370736122E-3,1.264250278E-1,-3.833922386E0
1.462863384E2,-1.927936077E-2,2.219853401E-1,-3.772895813E0
1.462913217E2,-4.741060734E-2,3.322949409E-1,-3.702539921E0
1.462963051E2,-4.180842638E-2,4.667482376E-1,-3.555852413E0
1.463012884E2,-1.199573278E-2,5.725193024E-1,-3.457196712E0
1.463062717E2,-9.683990479E-2,6.448795795E-1,-3.377839565E0
1.463112551E2,-5.248987675E-2,7.841856480E-1,-3.107309341E0
1.463162384E2,1.045668125E-2,8.560788631E-1,-2.942275047E0
1.463212217E2,8.698296547E-2,8.464314938E-1,-2.743979931E0
1.463262051E2,1.294959188E-1,8.079454899E-1,-2.584179401E0
1.463311884E2,1.955596209E-1,7.407927513E-1,-2.381556034E0
1.463361717E2,2.375838161E-1,6.835989952E-1,-2.121899605E0
1.463411550E2,3.371962309E-1,6.746892929E-1,-1.848319054E0
1.463461382E2,4.419156313E-1,7.235825062E-1,-1.570381641E0
1.463511215E2,3.987317085E-1,8.061912060E-1,-1.211536407E0
1.463561048E2,4.705842137E-1,8.362321854E-1,-8.388099670E-1
1.463610881E2,4.662463069E-1,8.901472092E-1,-4.282407761E-1
1.463660714E2,4.813308716E-1,9.677486420E-1,-1.809501648E-2
1.463710546E2,5.252318978E-1,1.068943024E0,3.581562042E-1
1.463760379E2,5.928848982E-1,1.184185028E0,7.100791931E-1
1.463810212E2,4.590938687E-1,1.146107197E0,1.051999092E0
1.463860045E2,4.913966656E-1,1.040802956E0,1.417363167E0
1.463909878E2,1.144808173E0,1.485611677E0,1.715261459E0
1.463959710E2,1.382583499E0,1.618758678E0,2.295166969E0
1.464009543E2,1.497473478E0,1.645752430E0,2.559146881E0
1.464059376E2,1.336809158E0,1.561767578E0,2.785058975E0
1.464109209E2,1.211232424E0,1.481664658E0,2.963349342E0
1.464159042E2,1.120253205E0,1.477142334E0,3.208819389E0
1.464208875E2,9.637046456E-1,1.538693905E0,3.397029877E0
1.464258707E2,7.607651949E-1,1.623351812E0,3.518438339E0
1.464308540E2,5.828353167E-1,1.678765059E0,3.649515152E0
1.464358373E2,4.726297855E-1,1.743581295E0,3.857059479E0
1.464408206E2,3.726414442E-1,1.746178150E0,4.083543777E0
1.464458039E2,2.539165020E-1,1.696155071E0,4.319366455E0
1.464507871E2,1.498575211E-1,1.636230946E0,4.559852600E0
1.464557704E2,6.961596012E-2,1.546700478E0,4.786010742E0
1.464607537E2,-7.821202278E-2,1.474564075E0,4.959817886E0
1.464657370E2,-1.544848680E-1,1.686963081E0,5.115071297E0
1.464707203E2,-2.208641768E-1,2.006417751E0,5.098894119E0
1.464757035E2,-1.907427311E-1,2.327352285E0,4.926000595E0
1.464806868E2,-2.169045210E-1,2.587689161E0,4.610965729E0
1.464856701E2,-2.607929707E-1,2.745141268E0,4.268572807E0
1.464906534E2,-1.840206385E-1,2.695287704E0,3.922524452E0
1.464956367E2,-3.984808922E-2,2.324553967E0,3.629844666E0
1.465006200E2,1.670049429E-1,1.739513874E0,3.390171051E0
1.465056032E2,3.462176323E-1,1.175382376E0,3.251135826E0
1.465105865E2,3.979578614E-1,6.564025879E-1,3.236484528E0
1.465155699E2,3.509718180E-1,1.778337955E-1,3.341235161E0
1.465205532E2,2.139549255E-1,-3.705186844E-1,3.589062691E0
1.465255365E2,-8.082461357E-2,-9.268093109E-1,3.922410011E0
1.465305199E2,-4.388420582E-1,-1.443971395E0,4.307757378E0
1.465355032E2,-7.322628498E-1,-1.884856343E0,4.687797546E0
1.465404865E2,-9.147832394E-1,-2.279394150E0,4.952702522E0
1.465454699E2,-1.087877274E0,-2.595366955E0,5.093315125E0
1.465504532E2,-1.347970963E0,-2.814884901E0,5.076594353E0
1.465554365E2,-1.518108726E0,-2.891078949E0,4.773906708E0
1.465604199E2,-1.621924162E0,-2.910249710E0,4.214423180E0
1.465654032E2,-1.649367571E0,-2.838267326E0,3.431825638E0
1.465703865E2,-1.599283099E0,-2.775204897E0,2.656039238E0
1.465753699E2,-1.517945409E0,-2.710867882E0,1.915848732E0
1.465803532E2,-1.331934690E0,-2.658764124E0,1.091652870E0
1.465853365E2,-1.159944892E0,-2.656032801E0,2.359399796E-1
1.465903199E2,-1.000975132E0,-2.558064222E0,-5.558490753E-1
1.465953032E2,-8.925849199E-1,-2.574334145E0,-1.327149868E0
1.466002865E2,-7.814837694E-1,-2.612379789E0,-2.030673027E0
1.466052698E2,-6.482659578E-1,-2.594200134E0,-2.676656723E0
1.466102532E2,-4.926218987E-1,-2.437097549E0,-3.203611851E0
1.466152365E2,-3.293601274E-1,-2.235742092E0,-3.554910183E0
1.466202198E2,-2.022590637E-1,-2.152017593E0,-3.812573433E0
1.466252032E2,-1.886893511E-1,-2.161428928E0,-3.891014099E0
1.466301865E2,-1.883608103E-1,-2.263742924E0,-3.838418961E0
1.466351698E2,-1.727530956E-1,-2.368194103E0,-3.702737808E0
1.466401532E2,-1.328012943E-1,-2.460884094E0,-3.483960629E0
1.466451365E2,-4.972898960E-2,-2.585673332E0,-3.205801487E0
1.466501198E2,-3.170967102E-5,-2.681367397E0,-2.915694237E0
1.466551032E2,-5.588412285E-2,-2.629256725E0,-2.694657326E0
1.466600865E2,-9.348654747E-2,-2.501919746E0,-2.561534405E0
1.466650698E2,-5.601918697E-2,-2.415145159E0,-2.386772633E0
1.466700532E2,-8.301508427E-2,-2.207086086E0,-2.308876514E0
1.466750365E2,-1.411273479E-1,-2.026632786E0,-2.227114201E0
1.466800198E2,-2.592037916E-1,-1.912634254E0,-2.122127056E0
1.466850032E2,-3.029119968E-1,-1.703044534E0,-2.098840714E0
1.466899865E2,-2.583767176E-1,-1.398356915E0,-2.166625500E0
1.466949698E2,-1.830626726E-1,-1.123550415E0,-2.205596447E0
1.466999532E2,-5.273246765E-2,-8.884150982E-1,-2.325631618E0
1.467049365E2,2.346527576E-2,-7.263436317E-1,-2.469118595E0
1.467099198E2,8.003461361E-2,-6.038060188E-1,-2.588053226E0
1.467149032E2,1.655240059E-1,-4.821977615E-1,-2.687265396E0
1.467198865E2,2.661714554E-1,-3.708770275E-1,-2.795470238E0
1.467248698E2,3.873011470E-1,-2.173960209E-1,-2.845572472E0
1.467298532E2,4.910413027E-1,-2.173542976E-2,-2.890231133E0
1.467348365E2,5.297004580E-1,1.442489624E-1,-2.876820564E0
1.467398198E2,5.942887068E-1,2.757935524E-1,-2.834107399E0
1.467448032E2,6.794778109E-1,3.296532631E-1,-2.747774124E0
1.467497865E2,7.373810410E-1,3.869941235E-1,-2.641720295E0
1.467547698E2,7.776486874E-1,4.664976597E-1,-2.520604610E0
1.467597532E2,7.709037066E-1,4.961745739E-1,-2.437079906E0
1.467647365E2,7.695313692E-1,6.001493931E-1,-2.304968357E0
1.467697198E2,7.874134779E-1,7.207641602E-1,-2.286944866E0
1.467747032E2,7.186894417E-1,7.431852818E-1,-2.296866894E0
1.467796865E2,6.010847688E-1,7.394073009E-1,-2.296579838E0
1.467846698E2,4.867437482E-1,7.047173977E-1,-2.300531864E0
1.467896532E2,3.375685811E-1,6.348910332E-1,-2.313658237E0
1.467946365E2,1.201474667E-1,6.167626381E-1,-2.374444485E0
1.467996198E2,-7.474589348E-2,6.317062378E-1,-2.392182827E0
1.468046032E2,-2.088799477E-1,6.946182251E-1,-2.347996235E0
1.468095865E2,-3.300077915E-1,7.770414352E-1,-2.218128204E0
1.468145698E2,-4.615668058E-1,8.169791698E-1,-1.993120193E0
1.468195532E2,-5.981569290E-1,8.763215542E-1,-1.672894955E0
1.468245365E2,-7.537266016E-1,9.642198086E-1,-1.314774036E0
1.468295197E2,-9.233896732E-1,1.037199736E0,-1.014306068E0
1.468345030E2,-1.034705639E0,1.071093321E0,-7.425451279E-1
1.468394863E2,-1.077791214E0,1.060921192E0,-3.749828339E-1
1.468444696E2,-1.124076486E0,1.054137945E0,-8.371543884E-2
1.468494529E2,-1.221497416E0,1.078905344E0,1.171703339E-1
1.468544362E2,-1.298548341E0,1.096810579E0,2.708301544E-1
1.468594194E2,-1.359940767E0,1.098118067E0,4.491338730E-1
1.468644027E2,-1.424779058E0,1.049272299E0,6.616601944E-1
1.468693860E2,-1.440439582E0,9.836215973E-1,8.701820374E-1
1.468743693E2,-1.497852087E0,9.250693321E-1,9.982080460E-1
1.468793526E2,-1.534943581E0,8.881006241E-1,1.084038734E0
1.468843358E2,-1.580457807E0,9.161980152E-1,1.089315414E0
1.468893191E2,-1.520039558E0,9.858784676E-1,1.056960106E0
1.468943024E2,-1.401990771E0,1.078597069E0,1.091972351E0
1.468992857E2,-1.384840488E0,1.233123064E0,1.093570709E0
1.469042690E2,-1.263471007E0,1.406870127E0,1.118912697E0
1.469092522E2,-1.152930140E0,1.595878601E0,1.062425613E0
1.469142355E2,-1.010226011E0,1.700424194E0,1.053050041E0
1.469192188E2,-7.586624622E-1,1.687918663E0,1.147839546E0
1.469242021E2,-5.314074755E-1,1.601724386E0,1.404081345E0
1.469291854E2,-4.037816525E-1,1.504179478E0,1.769067764E0
1.469341687E2,-3.460589647E-1,1.332806110E0,2.142454147E0
1.469391519E2,-3.288795948E-1,1.216488123E0,2.581807137E0
1.469441352E2,-3.331921101E-1,1.073549747E0,3.015407562E0
1.469491185E2,-3.355880976E-1,9.178335667E-1,3.486440659E0
1.469541018E2,-3.894271851E-1,7.964737415E-1,3.899388313E0
1.469590851E2,-5.291978121E-1,7.227818966E-1,4.249781609E0
1.469640683E2,-6.599907875E-1,6.382346153E-1,4.528432846E0
1.469690516E2,-8.879218102E-1,4.413070679E-1,4.625741959E0
1.469740349E2,-9.554637671E-1,4.754621983E-1,4.551774979E0
1.469790182E2,-8.723517656E-1,8.546979427E-1,4.259119034E0
1.469840015E2,-7.583903074E-1,1.181756973E0,3.795838356E0
1.469889847E2,-5.502564907E-1,1.580925465E0,3.358449936E0
1.469939680E2,-4.528932571E-1,1.966530561E0,2.851214409E0
1.469989513E2,-3.031868935E-1,2.200916052E0,2.336076736E0
1.470039346E2,-2.009930611E-1,2.314656019E0,1.822049141E0
1.470089179E2,3.135931492E-2,2.223437548E0,1.456835747E0
1.470139012E2,4.316616058E-1,1.784982920E0,1.364168167E0
1.470188844E2,8.562450409E-1,1.048206806E0,1.442992210E0
1.470238677E2,1.172024131E0,2.196533680E-1,1.635576248E0
1.470288510E2,1.456250668E0,-4.804675579E-1,1.913092613E0
1.470338343E2,1.795219779E0,-1.129051924E0,2.313789368E0
1.470388144E2,2.011432409E0,-1.703097582E0,2.780397415E0
1.470437945E2,2.142675877E0,-2.189278364E0,3.222268105E0
1.470487750E2,2.159327269E0,-2.631575108E0,3.505730629E0
1.470537560E2,2.113197565E0,-2.944546461E0,3.611973763E0
1.470587377E2,2.012755632E0,-3.023954868E0,3.484012604E0
1.470637199E2,1.842848301E0,-2.908999205E0,3.232290268E0
1.470687028E2,1.641153097E0,-2.729382277E0,2.833105087E0
1.470736863E2,1.589120269E0,-2.456301689E0,2.190884590E0
1.470786703E2,1.591149569E0,-2.041631222E0,1.449272156E0
1.470836549E2,1.537269831E0,-2.006487608E0,6.465377808E-1
1.470886400E2,1.671282887E0,-2.091454506E0,-1.888456345E-1
1.470936254E2,1.673024416E0,-2.051189661E0,-1.047742844E0
1.470986110E2,1.701135397E0,-1.908455849E0,-1.696254730E0
1.471035969E2,2.024565935E0,-1.782042265E0,-2.120542049E0
1.471085828E2,2.232851028E0,-1.800853968E0,-2.449960232E0
1.471135683E2,1.763297319E0,-1.638528347E0,-3.239649296E0
1.471185517E2,1.851352215E0,-1.317924023E0,-3.537823677E0
1.471235350E2,1.908484459E0,-1.029893637E0,-3.852280617E0
1.471285182E2,1.752808094E0,-7.400836945E-1,-4.063825130E0
1.471335015E2,1.560994864E0,-5.867455006E-1,-4.019777298E0
1.471384848E2,1.404752135E0,-5.983626842E-1,-3.734786034E0
1.471434681E2,1.345685244E0,-8.519957066E-1,-3.117956638E0
1.471484514E2,1.245299339E0,-1.142832518E0,-2.465624332E0
1.471534346E2,1.123050332E0,-1.362146854E0,-1.872832298E0
1.471584179E2,9.315977097E-1,-1.468263626E0,-1.367561817E0
1.471634012E2,7.619345784E-1,-1.505564213E0,-9.683008194E-1
1.471683845E2,6.039558649E-1,-1.561100721E0,-6.841554642E-1
1.471733678E2,4.094287157E-1,-1.564000368E0,-4.572782516E-1
1.471783510E2,2.304180264E-1,-1.524641037E0,-3.112869263E-1
1.471833343E2,5.189073086E-2,-1.414983273E0,-2.076816559E-1
1.471883176E2,-1.556805372E-1,-1.288333654E0,-1.797790527E-1
1.471933009E2,-2.826327085E-1,-1.102315903E0,-1.794996262E-1
1.471982842E2,-3.964263201E-1,-8.765478134E-1,-3.071823120E-1
1.472032675E2,-4.972245693E-1,-6.784095764E-1,-5.339012146E-1
1.472082507E2,-5.467605591E-1,-5.653645992E-1,-7.782373428E-1
1.472132340E2,-6.023632288E-1,-4.132525921E-1,-9.970541000E-1
1.472182173E2,-6.301976442E-1,-2.604923248E-1,-1.257299423E0
1.472232006E2,-6.297150850E-1,-1.453437805E-1,-1.477586269E0
1.472281839E2,-6.292439699E-1,-4.853892326E-2,-1.782322407E0
1.472331671E2,-6.521954536E-1,4.938340187E-2,-2.133212090E0
1.472381504E2,-6.313005686E-1,1.346085072E-1,-2.439497471E0
1.472431337E2,-5.328539610E-1,1.885116100E-1,-2.691809177E0
1.472481170E2,-4.140267372E-1,2.692351341E-1,-2.923903465E0
1.472531003E2,-3.035702705E-1,3.722989559E-1,-3.064188004E0
1.472580835E2,-2.590765953E-1,4.505376816E-1,-3.232592583E0
1.472630668E2,-1.229896545E-1,5.380845070E-1,-3.319336414E0
1.472680501E2,-2.949655056E-2,6.303858757E-1,-3.358097553E0
1.472730334E2,-2.678084373E-2,7.422022820E-1,-3.406514645E0
1.472780167E2,-9.468674660E-3,8.548357487E-1,-3.459940434E0
1.472830000E2,2.726793289E-2,9.158430099E-1,-3.408421993E0
1.472879832E2,1.550250053E-1,9.253613949E-1,-3.256906986E0
1.472929665E2,2.252385020E-1,9.406123161E-1,-3.110677719E0
1.472979498E2,2.523615956E-1,9.613339901E-1,-2.993548393E0
1.473029331E2,3.083015680E-1,9.300534725E-1,-2.848051071E0
1.473079164E2,3.641987443E-1,9.087650776E-1,-2.659807682E0
1.473128996E2,4.104416370E-1,8.733646870E-1,-2.452727795E0
1.473178829E2,4.514991045E-1,8.715014458E-1,-2.260289669E0
1.473228662E2,4.918179512E-1,9.317471981E-1,-2.039448738E0
1.473278495E2,5.601773262E-1,1.049241781E0,-1.847620964E0
1.473328328E2,5.895885229E-1,1.099559069E0,-1.603466511E0
1.473378160E2,6.184419394E-1,1.140283346E0,-1.302296162E0
1.473427993E2,6.418910027E-1,1.200214386E0,-9.298744202E-1
1.473477826E2,7.268961668E-1,1.245624065E0,-5.627346039E-1
1.473527659E2,8.208394051E-1,1.266776323E0,-2.199296951E-1
1.473577492E2,7.993331552E-1,1.349447966E0,1.560649872E-1
1.473627325E2,7.768585086E-1,1.421492815E0,4.887371063E-1
1.473677157E2,7.827007174E-1,1.477699280E0,8.118381500E-1
1.473726990E2,7.839208245E-1,1.498507261E0,1.111252785E0
1.473776823E2,8.144595027E-1,1.541060448E0,1.339334488E0
1.473826656E2,8.506451845E-1,1.562301397E0,1.520120621E0
1.473876489E2,8.736341000E-1,1.567106247E0,1.653687477E0
1.473926321E2,9.025381804E-1,1.570045710E0,1.759157181E0
1.473976154E2,9.039534330E-1,1.590658426E0,1.817318916E0
1.474025988E2,8.205074668E-1,1.600585461E0,1.899855614E0
1.474075821E2,7.622029781E-1,1.643029690E0,2.025807381E0
1.474125654E2,7.190328240E-1,1.684655666E0,2.037193298E0
1.474175488E2,6.525061131E-1,1.716326714E0,2.039202690E0
1.474225321E2,5.866312981E-1,1.738507032E0,2.050839424E0
1.474275154E2,5.310236216E-1,1.689481020E0,2.114991188E0
1.474324988E2,5.380822420E-1,1.541087151E0,2.240982056E0
1.474374821E2,5.601698160E-1,1.317735434E0,2.385602951E0
1.474424654E2,4.686539173E-1,1.062808037E0,2.630119324E0
1.474474488E2,3.069183826E-1,8.957061768E-1,2.979289055E0
1.474524321E2,1.180781126E-1,8.586237431E-1,3.308889389E0
1.474574154E2,-1.457545757E-1,9.696772099E-1,3.552272797E0
1.474623988E2,-4.511411190E-1,1.161037445E0,3.724119186E0
1.474673821E2,-6.979920864E-1,1.408161163E0,3.776823044E0
1.474723654E2,-8.248643875E-1,1.706269979E0,3.638681412E0
1.474773488E2,-8.896741867E-1,1.936784983E0,3.342996597E0
1.474823321E2,-8.496092558E-1,1.990857363E0,3.071305275E0
1.474873154E2,-7.767238617E-1,1.845886946E0,2.928382874E0
1.474922988E2,-5.648857355E-1,1.641784191E0,3.071701050E0
1.474972821E2,-3.620527983E-1,1.230723858E0,3.357383728E0
1.475022654E2,-2.166153193E-1,6.465203762E-1,3.617751122E0
1.475072488E2,-6.264793873E-2,9.997463226E-2,4.048680305E0
1.475122321E2,1.514511108E-1,-3.760118484E-1,4.846051216E0
1.475172154E2,3.150125742E-1,-8.544034958E-1,5.694050789E0
1.475221988E2,4.567499161E-1,-1.360438585E0,6.392197609E0
1.475271821E2,4.803539515E-1,-1.795307159E0,7.022406578E0
1.475321654E2,5.666338205E-1,-2.251960516E0,7.523056984E0
1.475371488E2,5.524747372E-1,-2.583717108E0,7.650840759E0
1.475421321E2,4.287717342E-1,-2.744026899E0,7.521423340E0
1.475471154E2,2.006454468E-1,-2.710229874E0,7.068550110E0
1.475520988E2,-6.137967110E-3,-2.564086437E0,6.297723770E0
1.475570821E2,-2.242797613E-1,-2.377069235E0,5.333724976E0
1.475620654E2,-3.380330801E-1,-2.158085346E0,4.301114082E0
1.475670488E2,-3.321554661E-1,-2.001976490E0,3.395998001E0
1.475720321E2,-3.298397064E-1,-1.836218238E0,2.484340668E0
1.475770154E2,-3.153451681E-1,-1.731637001E0,1.460900307E0
1.475819988E2,-3.214966059E-1,-1.715450287E0,4.976444244E-1
1.475869821E2,-3.433094025E-1,-1.637574315E0,-3.773660660E-1
1.475919654E2,-3.995242119E-1,-1.577774525E0,-1.169540405E0
1.475969488E2,-4.663023949E-1,-1.510552049E0,-1.898717880E0
1.476019321E2,-5.297733545E-1,-1.434149027E0,-2.484449863E0
1.476069154E2,-5.287742615E-1,-1.342749834E0,-2.913176537E0
1.476118987E2,-5.459192991E-1,-1.340978622E0,-3.156894684E0
1.476168819E2,-4.921302795E-1,-1.490390539E0,-3.235521793E0
1.476218652E2,-4.783471823E-1,-1.718769550E0,-3.168701172E0
1.476268485E2,-5.386967659E-1,-1.925749302E0,-3.047573090E0
1.476318318E2,-5.918583870E-1,-2.059129238E0,-2.896000862E0
1.476368151E2,-6.282917261E-1,-2.148724556E0,-2.751885414E0
1.476417983E2,-6.579883099E-1,-2.157262325E0,-2.614915371E0
1.476467816E2,-6.239330769E-1,-2.104979992E0,-2.465612888E0
1.476517649E2,-6.126270294E-1,-2.055290699E0,-2.360973835E0
1.476567482E2,-5.759744644E-1,-1.994475722E0,-2.291071415E0
1.476617315E2,-5.139307976E-1,-1.909039497E0,-2.260296345E0
1.476667147E2,-4.642655849E-1,-1.785380363E0,-2.201267242E0
1.476716980E2,-4.118511677E-1,-1.590640783E0,-2.166275978E0
1.476766813E2,-3.179037571E-1,-1.387550235E0,-2.207632065E0
1.476816646E2,-2.105040550E-1,-1.166790009E0,-2.305916309E0
1.476866479E2,-8.426964283E-2,-9.619996548E-1,-2.393955708E0
1.476916312E2,6.587553024E-2,-7.780106068E-1,-2.490829945E0
1.476966144E2,1.784399748E-1,-6.244320869E-1,-2.567706585E0
1.477015977E2,2.826932669E-1,-5.155625343E-1,-2.610202312E0
1.477065810E2,3.788264990E-1,-3.795721531E-1,-2.656621456E0
1.477115643E2,4.669644237E-1,-2.931299210E-1,-2.716482639E0
1.477165476E2,5.518517494E-1,-2.130370140E-1,-2.832866669E0
1.477215308E2,6.425662041E-1,-1.580231190E-1,-3.001138687E0
1.477265141E2,7.007114887E-1,-1.756787300E-1,-3.120902061E0
1.477314974E2,7.265723944E-1,-1.841416359E-1,-3.206699371E0
1.477364807E2,8.144129515E-1,3.678441048E-2,-3.383198261E0
1.477414640E2,8.347462416E-1,5.145931244E-2,-3.377672672E0
1.477464472E2,8.499236107E-1,3.695178032E-2,-3.352890491E0
1.477514305E2,8.219196796E-1,3.626632690E-2,-3.385336399E0
1.477564138E2,7.460878491E-1,-3.226041794E-3,-3.407974720E0
1.477613971E2,6.849397421E-1,-3.841924667E-2,-3.372959614E0
1.477663804E2,5.575509071E-1,-1.659250259E-2,-3.275572300E0
1.477713637E2,4.116623402E-1,6.235480309E-2,-3.202056885E0
1.477763469E2,2.709463835E-1,1.506698132E-1,-3.142906189E0
